Short description,Description,Caller,Assignment group,New_Assignment_Groups,Text_length,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
business_client login,business client login hi kindly help access drawing search view download business client utility,qxmujhwg rsgqidxw,GRP_0,GRP_0,107,0.0,0.9871000051498413,"user, issue, tool, unable, access, error, need, work, help, system","['business_client', 'kindly', 'help', 'access', 'drawing', 'search', 'view', 'download', 'utility']"
"HostName_973:(hr_tool tax_interface app - qa ) total cpu is now 100.00%, since 4:51 am on 8/9 et ",hostname hr tool tax interface app qa total cpu since et hostname hr tool tax interface app qa total cpu error threshold,jyoqwxhz clhxsoqy,GRP_12,GRP_12,112,0.0,0.9855999946594238,"user, issue, tool, unable, access, error, need, work, help, system","['app', 'total', 'cpu', 'hostname', 'app', 'total', 'error', 'threshold']"
bildschirm am kyocera arbeitsplatz defekt,bildschirm kyocera arbeitsplatz defekt bitte austauschen,wfbkucds qaxhbois,GRP_42,GRP_42,17,2.0,0.7878999710083008,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside",['austauschen']
setup new ws \rxpjomyf hvolsgqn,setup new ws setup new ws,rxpjomyf hvolsgqn,GRP_24,GRP_24,31,2.0,0.914900004863739,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['setup', 'setup', 'new_ws']"
setup new ws \pnwbkitv phbnwmkl,setup new ws setup new ws,pnwbkitv phbnwmkl,GRP_24,GRP_24,31,2.0,0.914900004863739,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['setup', 'setup', 'new_ws']"
setup new ws \wyighrjl xcwavhyu,setup new ws setup new ws,wyighrjl xcwavhyu,GRP_24,GRP_24,31,2.0,0.914900004863739,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['setup', 'setup', 'new_ws']"
setup new ws \beosjgxt mdevcqjk,setup new ws setup new ws,beosjgxt mdevcqjk,GRP_24,GRP_24,31,2.0,0.914900004863739,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['setup', 'setup', 'new_ws']"
erp 730 issue.,erp issue erp gui get update today able save datum desktop please help,vazmgjxu nmsycblo,GRP_0,GRP_0,103,0.0,0.9855999946594238,"user, issue, tool, unable, access, error, need, work, help, system","['get', 'update', 'today', 'able', 'save', 'datum', 'desktop', 'help']"
lhqsm518(fim production): miiserver.exe: wrong number of instances of process miiserver.exe.,lhqsm fim production miiserver exe wrong number instance process miiserver exe lhqsm fim production miiserver exe wrong number instance process miiserver exe expect instance gte find time est,uxgrdjfc kqxdjeov,GRP_12,GRP_12,165,0.0,0.9883999824523926,"user, issue, tool, unable, access, error, need, work, help, system","['production', 'miiserver_exe', 'wrong', 'number', 'lhqsm', 'production', 'miiserver_exe', 'wrong', 'number', 'time']"
company guest account not working which was created yesterday.,company guest account working create yesterday company guest account working create yesterday,miecoszw mhvbnodw,GRP_0,GRP_0,62,0.0,0.838100016117096,"user, issue, tool, unable, access, error, need, work, help, system","['company', 'account', 'work', 'create', 'yesterday', 'company', 'guest', 'account', 'work', 'create', 'yesterday']"
user account is locked,user account lock unable login window,ecprjbod litmjwsy,GRP_0,GRP_0,24,0.0,0.9641000032424927,"user, issue, tool, unable, access, error, need, work, help, system","['user', 'unable', 'window']"
not able to hear any thing ,able hear thing able hear thing,efbwiadp dicafxhv,GRP_0,GRP_0,27,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['able', 'hear', 'thing', 'able', 'hear', 'thing']"
mobile device activation request for user :eqtofwbm mojfbwds : eqtofwbm.mojfbwds@gmail.com,mobile device activation request user dear friend please find enclosed request,wauhocsk vxuikqaf,GRP_0,GRP_0,104,0.0,0.9836000204086304,"user, issue, tool, unable, access, error, need, work, help, system","['request', 'user', 'dear', 'friend', 'find', 'enclose', 'request']"
i cannot connect the network printer vh41,connect network printer vh connect network printer vh,yvjdluhk hmcpvtdj,GRP_0,GRP_0,41,0.0,0.6035000085830688,"user, issue, tool, unable, access, error, need, work, help, system","['network', 'printer', 'connect', 'network', 'printer']"
"updated win10 uacyltoe hxgaycze machine eaglt000500 with recent ""anniversary update"" - need lauacyltoe hxgaycze sep version 12.1.6 mp5 or higher",update win uacyltoe hxgaycze machine eaglt recent anniversary update need lauacyltoe hxgaycze version mp higher hello antivirus team win uacyltoe hxgaycze machine eaglt automatically update recent win anniversary update mp long work official company win uacyltoe hxgaycze machine per symantec technical support forum windows anniversary update require least version mp higher please download provide software follow share eagcldaten public roedel symantec endpoint protection,nwfoucba dzbujamc,GRP_50,GRP_50,496,0.0,0.647599995136261,"user, issue, tool, unable, access, error, need, work, help, system","['update', 'win', 'machine', 'eaglt', 'recent', 'anniversary', 'update', 'need', 'version', 'higher', 'antivirus', 'team', 'win', 'machine', 'eaglt', 'automatically', 'update', 'recent', 'win', 'anniversary', 'update', 'work', 'official', 'company', 'win', 'machine', 'symantec', 'technical', 'support', 'forum', 'anniversary', 'update', 'require', 'least', 'higher', 'download', 'provide', 'software', 'follow', 'share', 'eagcldaten', 'public', 'protection']"
mobile device activation ; personal device ,mobile device activation personal device mobile device activation personal device,vzogmube rnxwkfvo,GRP_0,GRP_0,43,2.0,0.9552000164985657,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['mobile', 'personal', 'device', 'mobile', 'personal', 'device']"
data restore,datum restore restore data file external hard disk reimaged laptop,xezjvnyr hmjwknxs,GRP_19,GRP_19,66,1.0,0.6169000267982483,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['datum', 'file', 'external', 'hard', 'disk', 'reimaged', 'laptop']"
"polycom realpresence destop""",polycom realpresence destop polycom software installation desktop,zscohabw qorvugzf,GRP_19,GRP_19,40,1.0,0.5073999762535095,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['software', 'installation', 'desktop']"
ad locked out ,ad lock ad lock,ywfhcuki dajkmxcl,GRP_0,GRP_0,14,0.0,0.9641000032424927,"user, issue, tool, unable, access, error, need, work, help, system","['ad', 'ad', 'lock']"
eagw8111224 shows defective system files - reinstall with lauacyltoe hxgaycze fy17 win7_x64 image,eagw show defective system file reinstall lauacyltoe hxgaycze fy win image eagw show defective system file reinstall lauacyltoe hxgaycze fy win image,jksgwdyi greuqxko,GRP_28,GRP_28,97,0.0,0.9871000051498413,"user, issue, tool, unable, access, error, need, work, help, system","['system', 'file', 'fy', 'image', 'system', 'file', 'fy', 'win', 'image']"
terminate action for suzjhmfa swmiynoz has completed.,terminate action suzjhmfa swmiynoz complete jusfrttin gtehdnyuerrf mail pm nwfodmhc exurcwkm rad terminate action suzjhmfa swmiynoz complete hello termination suzjhmfa swmiynoz effective approve click link view,homsxpyw qgcsaymo,GRP_2,GRP_2,329,0.0,0.9836000204086304,"user, issue, tool, unable, access, error, need, work, help, system","['complete', 'complete', 'termination', 'suzjhmfa', 'click', 'link', 'view']"
request you to reset my password of password_management_tool- could not login and reset my password .,request reset password password management tool could login reset password request reset password password management tool soon possible could login reset password,boirqctx bkijgqry,GRP_0,GRP_0,124,0.0,0.7529000043869019,"user, issue, tool, unable, access, error, need, work, help, system","['management', 'tool', 'could', 'login', 'reset', 'management', 'tool', 'could', 'reset', 'password']"
the terminate action for kjtqxroc taqekwrd has completed.,terminate action kjtqxroc taqekwrd complete jusfrttin gtehdnyuerrf mail nwfodmhc exurcwkm rad terminate action kjtqxroc taqekwrd complete hello termination kjtqxroc taqekwrd effective approve click link view,homsxpyw qgcsaymo,GRP_2,GRP_2,327,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['complete', 'complete', 'termination', 'click', 'link', 'view']"
logon to server HostName_583 not possible,logon server hostname possible logon server hostname possible server loop welcome screen,smpijawb eawkpgqf,GRP_12,GRP_12,85,0.0,0.7576000094413757,"user, issue, tool, unable, access, error, need, work, help, system","['possible', 'server', 'hostname', 'possible', 'server', 'loop', 'welcome', 'screen']"
lean event,lean event hello forward lean event updation find mail forwarded message display please check advise,ikerxqwz prkyuitl,GRP_0,GRP_0,248,0.0,0.6801999807357788,"user, issue, tool, unable, access, error, need, work, help, system","['lean', 'event', 'forward', 'lean', 'event', 'updation', 'find', 'mail', 'forward', 'message', 'display', 'check', 'advise']"
aw: [ticket#2016080878000153] wg: po#4505612440,aw ticket wg po mit freundlichen gr en kind,qyndvmlw imcvznow,GRP_32,GRP_32,88,1.0,0.8806999921798706,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['ticket', 'kind']"
"network outage, russia ru, company-russia-vpn-rtr(10.46.0.21) showing down since 12:59 am edt on 08/09/16 (no backup ckt.) ",network outage russia ru company russia vpn rtr show since edt backup ckt type outage network circuit power please specify type outage top cert site yes na start edt scheduled maintenance power yes na company power provider power scheduled maintenance network yes na company maint yes provider maint ticket site backup circuit yes na backup circuit active na yes na site contact notify phone email yes yes na remote dial na yes na equipment reset na yes na verify site working backup circuit na yes na vendor ticket global telecom verizon telecom vendor telecom vendor notify gsc yes yes na cert start na yes na additional diagnostic,uxgrdjfc kqxdjeov,GRP_8,GRP_8,1172,1.0,0.9937000274658203,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['network', 'outage', 'company', 'show', 'backup', 'network', 'circuit', 'power', 'specify_type', 'outage_top', 'cert', 'site', 'start', 'power', 'company', 'network', 'company', 'maint', 'provider_maint', 'ticket', 'site', 'backup', 'circuit', 'backup', 'circuit', 'active', 'site', 'contact', 'notify', 'phone', 'email', 'equipment', 'reset', 'verify', 'site', 'work', 'backup', 'circuit', 'vendor', 'ticket', 'telecom', 'vendor', 'cert', 'start']"
emea files not processed as per schedule - check & let us know the reasons.; please include mail notification.,emea file process per schedule check let -PRON- know reason please include mail notification hi pradtheyp receive production feed file emea today please check end send file -PRON- also would like know whether possible automatic notification send concerned people case extraction programdnty fail,rdfjsawg zpmxgdcw,GRP_71,GRP_71,305,0.0,0.932200014591217,"user, issue, tool, unable, access, error, need, work, help, system","['file', 'process', 'schedule', 'check', 'let', 'pron', 'know', 'reason', 'include', 'mail', 'notification', 'pradtheyp', 'receive', 'production', 'feed', 'file', 'today', 'check', 'end', 'send', 'file', 'pron', 'also', 'know', 'possible', 'automatic', 'notification', 'send', 'concerned', 'people', 'case', 'extraction', 'programdnty', 'fail']"
purchasing mdm import manager did not work correctly,purchase mdm import manager work correctly map possible anymore,rhinvtua aquyjfbs,GRP_29,GRP_29,32,0.0,0.8233000040054321,"user, issue, tool, unable, access, error, need, work, help, system","['import', 'manager', 'work', 'correctly', 'map', 'possible', 'anymore']"
unable to open sales orders attachments - save abap reports and can't view desktop attachments through erp,unable open sale order attachment save abap report view desktop attachments erp issue erp update system prompt fix issue sid sid log unable open view sale order outlook email attachment refer attachment download error va va per error look close try open attachment system prompt install outlook refer outlook installation prompt issue excel file download run abap query unable save save computer issue unable view file save desktop attach sale order va va,hpmwliog kqtnfvrl,GRP_0,GRP_0,560,0.0,0.9980000257492065,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'open', 'sale', 'order', 'attachment', 'save', 'report', 'view', 'issue', 'update', 'system', 'prompt', 'fix', 'issue', 'sid', 'sid', 'log', 'unable', 'open', 'view', 'sale', 'order', 'email', 'attachment', 'refer', 'attachment', 'download', 'error', 'va_va', 'error', 'look', 'close', 'try', 'open', 'attachment', 'system', 'prompt', 'install', 'outlook', 'refer', 'prompt', 'issue', 'file', 'download', 'run', 'abap', 'query', 'unable', 'save', 'save', 'computer', 'issue', 'unable', 'view', 'file', 'save', 'attach', 'sale', 'order']"
